Timestamp,Locality,Latitude,Longitude,Signal Strength (dBm),Signal Quality (%),Data Throughput (Mbps),Latency (ms),Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm)
37:25.8,Kumhrar,25.469607007967,85.1701480367795,-97.9173755319937,0,35.4426839351076,38.469553735774,5G,-93.2090439544089,-107.679819713112,-97.8391483685425
46:47.5,Pataliputra,25.6667691663699,85.0102867507853,-84.0325534845132,0,64.5656333665409,21.3516426512283,5G,-87.9552721810889,-92.7718831628064,-81.9877383112067
02:23.5,Kumhrar,25.559609125162,85.1040835641777,-89.8308054849866,0,88.0305859029772,30.112395378823,5G,-91.5450694828328,-96.7031923402844,-89.1175248026516
11:45.2,Pataliputra,25.5233350880356,85.0428125108772,-104.403432801366,0,83.0298382214884,27.4234417448723,5G,-107.550805324409,-111.744421771823,-102.823391412516
14:52.4,Bailey Road,25.5154344050222,85.0077580152776,-97.7943182855682,0,77.6213400037455,27.073383576496,5G,-93.3405607612518,-103.127024914885,-94.9497923090747
46:04.5,Boring Canal Road,25.4324993048721,85.1294745804782,-102.341448767229,0,30.4236582447493,11.5878797772832,5G,-105.777171894011,-107.668388433688,-102.637697134509
49:11.7,Ashok Rajpath,25.6082092342395,85.1822638159954,-89.2752911037365,0,83.4010284581178,20.7475301338668,5G,-88.5965495211843,-96.5676682881779,-86.44576538795
23:30.9,Pataliputra,25.5829898854884,85.3089656718533,-98.7109260551306,0,64.911310834572,11.2775365652869,5G,-100.295218615545,-107.850846113225,-98.3436871040061
26:38.2,Bailey Road,25.5072099914094,84.9906644407363,-93.2755846771022,0,64.5007925579101,49.943506094278,5G,-90.411099582793,-103.026102224597,-91.8581772736749
32:52.6,Boring Canal Road,25.5353705568539,85.1661365521371,-94.8585381270219,0,35.0393419471735,13.9781338272712,5G,-95.6199228267968,-104.856125213533,-94.5370910322802
39:07.0,Patliputra Colony,25.5870529165107,85.0948658429209,-96.534269983539,0,12.9854918768106,47.1656758411007,5G,-97.5668821926597,-105.115838340519,-96.6406257482737
45:21.5,Ashok Rajpath,25.4993588744304,85.2508779500876,-96.9164364545472,0,60.8280707407482,26.2574509977627,5G,-101.545635168338,-106.361109231999,-96.024108248632
54:43.1,Boring Canal Road,25.5640355336544,85.0249563111895,-104.69151567375,0,31.7504110458013,38.6207445820852,5G,-108.839080094986,-111.965009257105,-104.442758094903
19:40.8,Boring Road,25.7493846385887,85.2170648141501,-93.9254044086582,0,64.4455060678021,42.262504248494,5G,-93.7669625220368,-102.971573458429,-95.9998904666975
22:47.9,Exhibition Road,25.5277826716418,85.2444062116935,-92.6805622582232,0,94.3027659492726,31.0609540095084,5G,-91.4705304429815,-101.042686585807,-91.9896628925689
32:09.6,Gardanibagh,25.5734684539035,85.200040626422,-83.992489901299,0,77.834391490269,11.0690106207948,5G,-87.213876604914,-90.8863764392591,-83.83898878121
50:52.9,Kumhrar,25.6390096690936,85.3069788727926,-106.286759225213,0,68.6604057511449,23.1359338045154,5G,-108.480663523033,-112.24090553073,-103.604066614134
03:21.7,Anandpuri,25.7734463310085,85.1342970364109,-91.943810221062,0,69.1993241599238,25.936510381793,5G,-88.9498173610422,-99.1013453351326,-92.4391157561884
06:28.9,Anandpuri,25.4859142140465,85.1392228125529,-95.8580988499146,0,98.8057938796839,44.3770093585782,5G,-96.4391142948923,-103.96881041706,-95.347689388489
09:36.1,Rajendra Nagar,25.6028632238336,85.1355389405655,-95.2829758107522,0,35.8248306735486,35.3177426987708,5G,-98.3944638954902,-102.497898925668,-94.8072492423874
12:43.3,Gardanibagh,25.6701609747571,85.051757295787,-93.4325075775424,0,19.5734198119109,23.7190835337824,5G,-91.5030799209036,-102.802517614382,-94.1102581392625
25:12.2,S.K. Puri,25.7449780185063,85.188033207426,-88.5968864710214,0,71.820032785336,29.0478309843368,5G,-89.8350667966103,-97.2229891771905,-87.4649513897876
28:19.4,Gandhi Maidan,25.5253310554245,85.2633876501085,-90.9304201264867,0,59.6259107272685,26.4996587286712,5G,-93.8163574802091,-99.9482160693345,-92.9768927357318
34:33.8,Gandhi Maidan,25.7252900544921,85.1935683237178,-98.9371273680653,0,23.3817123350341,44.8999390373703,5G,-96.5119962277264,-105.160772062885,-100.31202752471
08:53.1,Boring Canal Road,25.6429214412672,85.0005050026264,-95.9722131555608,0,63.2083157203631,27.5587981567713,5G,-98.9045367033733,-101.284388128393,-93.595239248946
24:29.2,Fraser Road,25.6946522500752,85.1773117138823,-98.9667696224913,0,18.7438472745802,13.3279573939088,5G,-99.2011073569943,-104.048712868109,-98.7753040616818
40:05.2,Phulwari Sharif,25.6343917919626,85.2283579445636,-88.3386406955657,0,84.836666144169,44.7261054680836,5G,-85.9873376709024,-97.6796920722335,-90.956970347884
17:31.7,Rajendra Nagar,25.6768360123218,85.0375096610183,-90.707096455845,0,86.968552196677,15.8241900497858,5G,-88.7442442038319,-100.348014113336,-89.4219385734468
26:53.4,Bailey Road,25.5356672559883,85.1609822359096,-97.0919455634268,0,66.1394442077622,16.0524986194967,5G,-98.96090496112,-103.310004141786,-98.0240026531617
01:12.7,Gandhi Maidan,25.4630527627577,85.2377497908699,-93.4257020538884,0,76.4290273650936,30.4927717903408,5G,-96.923279651424,-98.9686619560309,-93.550400202205
04:19.9,Bailey Road,25.4917824738855,85.2341436318279,-98.8819752279653,0,93.5324177313067,10.8337043619538,5G,-95.3919536086481,-106.309671043455,-100.593499916119
07:27.1,Fraser Road,25.6261294944218,84.9711596131529,-105.642141433424,0,78.5313087556871,44.5469876727234,5G,-110.403441337877,-115.073334525542,-102.913116118738
26:10.4,Bailey Road,25.5619040834423,85.0060867557587,-99.0058032878888,0,56.8635212651225,32.4942536445529,5G,-102.716811621585,-107.577066242931,-99.7893029006631
29:17.6,Gardanibagh,25.7600182900894,85.1113902285153,-102.040619288028,0,91.1622856426779,19.6646235539352,5G,-101.015181706783,-109.991283224102,-99.7979453009667
32:24.8,Kumhrar,25.5881137501759,85.0955766777543,-82.2663937833754,0,13.8889689224155,32.0040632086422,5G,-79.4834039089259,-88.7482474835112,-80.6287120106924
38:39.2,Patliputra Colony,25.4946916708227,85.2676617188226,-92.4993041317377,0,87.4008190511645,36.575931503116,5G,-92.5945194461576,-100.996893572779,-90.9396064228828
51:08.1,Anandpuri,25.6097524083913,85.0163729889598,-94.3619272049521,0,48.5334662802249,26.499806194848,5G,-94.9119993246993,-100.707449663562,-94.0615666575186
31:41.8,Kankarbagh,25.6571915750447,85.1282284477159,-95.6176174208022,0,19.0823047862342,44.8442199754187,5G,-93.5798681169801,-100.898685132772,-95.2009051526047
37:56.2,Anisabad,25.4742759521687,85.2119314816243,-98.3411853380078,0,48.4800018232077,43.9361288611534,5G,-103.265473865654,-104.916384994156,-100.020832589484
53:32.3,Gandhi Maidan,25.6669737727121,85.112860484893,-89.6686064411975,0,70.9142189771938,20.8098977391085,5G,-87.1930410707807,-97.727060188411,-90.3759197322204
06:01.1,Bankipore,25.6154450975223,85.093006023445,-96.9048562275791,0,41.6910001757404,45.7412066801154,5G,-100.826674338873,-106.672467205219,-97.8208316145906
24:44.4,Gandhi Maidan,25.5776261192789,85.06012145787,-98.0861440487972,0,48.244720552392,41.1127312153598,5G,-97.4643757678273,-104.929240570568,-95.5296881080832
37:13.2,Phulwari Sharif,25.5104106062731,85.0877016460858,-95.2437559673193,0,91.6456752756975,31.9938437712699,5G,-93.1106354399093,-103.988042155951,-93.1858734160321
52:49.2,Kankarbagh,25.5876511363371,85.2141344107243,-93.9706728405353,0,23.1821244202694,49.4229475679686,5G,-93.0972008811411,-100.062198536837,-93.5901677413252
55:56.5,Fraser Road,25.5470679995771,85.05265868004,-96.2510627752976,0,33.8636028320072,13.1686410677813,5G,-96.7735061542262,-105.156810247229,-96.9756376825097
02:10.9,Bailey Road,25.5216253610225,85.1111897777988,-104.396135400383,0,35.8686553244646,43.5402730657018,5G,-102.753957629383,-112.911873050569,-104.376755639641
24:01.3,Boring Road,25.4745271653661,85.1893227440695,-94.6125804759834,0,25.2299399151623,16.4702237006861,5G,-92.0099831766206,-104.275990759654,-93.4971371391722
42:44.6,Boring Canal Road,25.6512126272656,85.0616000192777,-91.5852122155933,0,21.0213495452953,26.1447814168011,5G,-90.3337649702792,-99.084498811271,-89.536695146826
58:20.7,Kidwaipuri,25.4216852897819,85.1485301650902,-91.9554933585575,0,53.2957696618524,36.1073053342037,5G,-94.611494912041,-99.3393697274606,-91.0109197136993
17:03.9,Kankarbagh,25.6580971639625,85.2939110300277,-89.945023000038,0,63.4660908646909,21.4556830264351,5G,-89.326507236088,-96.5203188316898,-90.8491791880112
23:18.3,Gardanibagh,25.486900073306,85.0849522985988,-93.3931868242411,0,92.5878827269319,20.5985652508357,5G,-90.1829477722155,-102.464018436326,-95.9862508725636
32:39.9,Bankipore,25.684024258494,85.1107823375721,-96.3454096091378,0,63.8626744681644,29.7025026514807,5G,-94.1128012588952,-104.630433073661,-99.1004731038872
42:01.6,Gardanibagh,25.4412537446289,85.0695232291686,-93.8874833976751,0,43.890243156871,39.8826238382215,5G,-93.2373759045608,-100.393003312436,-93.3117158426466
48:16.0,Bailey Road,25.4679010375362,85.1742989239852,-88.0258100891783,0,40.4345632518865,36.2848448744197,5G,-90.3993589716252,-95.8958063033527,-85.035215059426
03:52.1,Bailey Road,25.496336613835,85.1007265175565,-94.7464393872314,0,20.3103331394232,20.0467657995946,5G,-94.773709188045,-103.008950109596,-93.4831045098224
16:20.9,Anisabad,25.4376699284219,85.0845381747223,-99.4728816788158,0,37.2141087627629,10.019527462771,5G,-101.844434160651,-108.741365537302,-102.460981664546
28:49.8,Kankarbagh,25.6641653018283,85.2826693768784,-98.3626123213692,0,84.0516773824311,15.3950035330154,5G,-95.9836748138196,-106.242489922867,-101.322932684721
47:33.0,Danapur,25.4302196873147,85.1720001403666,-92.0705549493671,0,93.0473793601289,22.395783849507,5G,-88.2539392276149,-97.7515461238718,-92.3828028205816
50:40.2,Pataliputra,25.5085217825214,85.1925352098647,-90.1435940288938,0,11.9685197853584,33.1200663489049,5G,-90.7878966663041,-96.9040955678579,-87.3359317830191
06:16.3,Ashok Rajpath,25.4568484355091,85.2419299402795,-95.0625015874569,0,35.9343520995894,48.7059595352453,5G,-91.507179232763,-100.549671397559,-95.112271360043
28:06.8,Gardanibagh,25.5993621572621,85.253992228563,-104.244616362474,0,65.8003078883315,12.8461606929909,5G,-107.586690559754,-112.491960297407,-105.878035408051
34:21.2,Boring Road,25.5327673837651,85.022676740083,-92.2756839349251,0,50.0635797790176,49.5180450988227,5G,-89.3428582105882,-100.810066874284,-95.1179996840241
49:57.2,Anandpuri,25.4753344666227,85.2326771175286,-88.2056771576635,0,23.4165598569961,16.1893060097041,5G,-87.7511367772717,-95.2548914009621,-90.6779633748548
08:40.5,Kankarbagh,25.7566493106619,85.075616024177,-93.9188868390493,0,19.5564215312221,31.3737855778295,5G,-90.3081812279266,-103.054969152479,-94.1691862592612
14:54.9,Kumhrar,25.5968388354457,85.1509704252095,-93.8965025560532,0,75.9879953691647,46.9403818633328,5G,-92.6572707179465,-102.710767155958,-96.0590174168497
24:16.5,Boring Road,25.6209171729893,85.1827252522626,-101.90257392902,0,33.1625678886336,38.8867452689799,5G,-101.021283661238,-111.043366082588,-103.292797868582
27:23.7,Patliputra Colony,25.7005137788082,85.1435195566631,-99.8136879750121,0,25.5707152497183,31.0531153148115,5G,-103.065856464196,-107.214560244263,-98.3903892341691
58:35.8,Boring Road,25.4489591194992,85.112988538512,-94.2450090616116,0,98.9880185237031,31.097074471828,5G,-96.2113343155389,-101.320281462015,-93.9963850031581
01:43.1,Ashok Rajpath,25.5407073819934,85.066163242603,-97.3757832847426,0,70.2473661391095,12.6557709780781,5G,-93.114557108943,-106.635315948239,-99.1771142066084
04:50.3,Bailey Road,25.6689831023593,85.2086870174768,-98.2044398863004,0,11.1803686671202,41.284331275798,5G,-101.820578873199,-107.190810261458,-97.2679564523308
07:57.5,Kankarbagh,25.5776980408004,84.9987293914622,-100.189382479725,0,97.698657469749,27.3820604789999,5G,-99.056660667065,-106.170814408651,-101.032860967488
14:11.9,Bankipore,25.6161518285721,85.2656592060277,-96.6482047007768,0,58.852107200141,26.2731090890942,5G,-97.0161841912672,-102.252443162714,-98.5372187822663
17:19.1,Exhibition Road,25.4956574929754,85.1886141384786,-93.8311162776725,0,87.7866542056487,30.8938707052957,5G,-91.9347715447177,-99.2135495571256,-92.7662872331219
29:47.9,Anisabad,25.4226250484811,85.0865884706458,-89.9335635383459,0,65.1112350505919,29.4248119527191,5G,-85.4104496841118,-97.6017983958301,-90.9349924287119
32:55.2,Rajendra Nagar,25.7294846530516,85.0375989856089,-90.0857547562336,0,67.9771636387243,20.1861725483216,5G,-87.4858954594277,-96.2800717205376,-88.3802921321349
48:31.2,Patliputra Colony,25.5020434927027,85.062653860905,-91.2813121513289,0,35.7671779553067,43.2658520549206,5G,-88.2366851938985,-98.8473560074103,-88.6501231668714
54:45.6,Anisabad,25.6557055263579,85.1742681896885,-93.2218545013657,0,99.9588363682783,20.7681651375406,5G,-93.595157796054,-99.4473840127124,-93.4199430703347
29:04.9,Kumhrar,25.5886585400275,85.0662178376821,-87.3920247350462,0,53.504813756735,42.1583102856454,5G,-84.0163307918957,-95.7671411304211,-89.9466837082933
50:55.4,Patliputra Colony,25.5514424497701,85.0671553982442,-100.718688951257,0,58.4832027018294,31.1895272821072,5G,-97.5471543238894,-108.654594970386,-102.217346154274
57:09.8,Bailey Road,25.6112164654461,85.2260518110719,-98.1770948967971,0,43.2308162948061,43.4104150578307,5G,-93.882618679671,-103.978486771158,-97.0306894337284
09:38.7,Pataliputra,25.5572762570094,85.0029246699102,-95.80065821507,0,90.8780935529006,14.5631845433711,5G,-91.04537293473,-105.759533831496,-95.0637688314773
12:45.9,Bankipore,25.5704699445161,85.2883027980672,-101.570632745841,0,86.1056200016165,33.5331645360796,5G,-96.8133860210215,-109.482302427432,-100.071460419256
15:53.1,Bailey Road,25.6262395564219,85.1438669327865,-98.7572893100978,0,42.3935171130168,45.8367207300481,5G,-98.9461191254899,-104.762443013161,-97.9309124411658
12:02.9,Kankarbagh,25.5795611604138,85.1513002807293,-92.9868037945382,0,40.4517340699271,45.1281852170205,5G,-96.2888324081644,-102.700415267112,-93.9292946264002
18:17.3,S.K. Puri,25.5896087262005,85.2688796601302,-97.2219416472145,0,75.3990341463085,38.02862359734,5G,-99.7563428772645,-105.586977615834,-95.2945510259759
46:22.2,Pataliputra,25.4284203796221,85.1802405802497,-92.8026774668725,0,83.5430864484812,13.2088550420805,5G,-91.2181674664813,-102.260980534041,-91.916472269227
58:51.0,S.K. Puri,25.5377956891317,85.1431344562244,-89.4443549686989,0,30.7752100392642,38.4365804261659,5G,-91.031353033462,-98.4976647431598,-89.7250678191449
11:19.9,Exhibition Road,25.6782396679262,85.2814297799517,-94.4077948205742,0,39.645911419474,23.8342087026659,5G,-97.7492009034468,-100.656261215563,-96.1640200582725
14:27.1,Ashok Rajpath,25.5778392667093,85.1152378854692,-91.4079597651355,0,22.4338577165163,35.4505006088098,5G,-87.2131051896633,-97.2253394606049,-92.6851928817315
17:34.3,Boring Canal Road,25.6291176588546,84.9952712582547,-93.8759276177455,0,19.3303186940552,22.8697781210012,5G,-92.7561636708257,-100.95424506979,-91.9917671218391
42:31.9,Kidwaipuri,25.703847745094,85.014949155832,-96.9045720380725,0,52.9102743978387,41.3773255122189,5G,-95.4854601122929,-103.967284670152,-96.4247186914326
45:39.2,Ashok Rajpath,25.6208744235997,85.0316495417843,-98.0923714151522,0,24.7640803771257,11.7045755818845,5G,-98.6656627244572,-104.854614841405,-99.3596322446873
51:53.6,Ashok Rajpath,25.6033585628506,85.0146998122975,-93.5691004805181,0,33.0198234751141,25.6761438222836,5G,-90.6275382058927,-101.187735539123,-95.9115294686706
55:00.8,Exhibition Road,25.6772047663805,85.1037696269035,-104.873854481401,0,83.8378056132176,44.4010587184236,5G,-109.161525647833,-110.184694227926,-103.295090010418
13:44.1,Patliputra Colony,25.6087632279178,85.2284003646083,-99.6631481411387,0,56.5913529502177,42.780775979317,5G,-96.6519493195467,-108.249984084915,-100.856879167149
19:58.5,Exhibition Road,25.5359182594909,84.9952459068904,-96.075106314485,0,28.4223820989287,26.8096761286395,5G,-98.6984745527807,-103.801525925151,-98.5427935984498
26:12.9,Rajendra Nagar,25.4425661444043,85.2334311096976,-101.560625407845,0,76.944255005612,23.3719990254692,5G,-99.0168425460167,-107.128040056736,-102.403696990283
41:48.9,Gardanibagh,25.6450864569459,85.2464361330969,-95.3694098118612,0,37.1165747563388,31.9316357960114,5G,-94.3464830476386,-103.929384396007,-95.0504097253271
09:53.9,Danapur,25.4418335920355,85.0779408669217,-95.5987332937282,0,20.3971242559829,10.6965611065213,5G,-92.612280739982,-104.646268687424,-97.8870898846928
13:01.1,Boring Road,25.7683956731718,85.1018282768233,-102.181663869876,0,60.9231459959032,42.0798218702849,5G,-106.253195658988,-108.275721119384,-101.233546776424
16:08.3,Patliputra Colony,25.4929565476286,85.1908575975313,-85.7599899557586,0,20.8400279906509,12.8620930314579,5G,-84.5407606276362,-90.8846682182066,-84.8914830472714
22:22.7,Phulwari Sharif,25.6129620264139,85.2968905403113,-95.7711219410263,0,96.3805316998152,10.285132011699,5G,-98.0613310857414,-101.977198947691,-95.9516233334433
34:51.5,Bailey Road,25.6935157541387,85.1561046856603,-91.2436948748274,0,76.8147137132506,41.3651368892675,5G,-94.7704478973298,-98.6559667382937,-92.2621339878939
37:58.7,Phulwari Sharif,25.675174040196,85.1680805666252,-102.180064635008,0,32.5975520896971,15.7924516845897,5G,-102.800840105146,-108.580638612171,-99.9049476084975
44:13.2,Danapur,25.7205554802521,85.0488035068396,-92.1190536122395,0,34.2991512865262,23.8238865501845,5G,-90.7244427879002,-99.2783664895498,-89.8519432393111
27:54.1,Anandpuri,25.7043041883641,85.132926467688,-97.4589128307791,0,18.3316651391607,32.6799272874244,5G,-99.9963146766537,-106.206162580155,-97.0151546951464
40:22.9,Exhibition Road,25.4759329954804,85.2250019537756,-95.7902000165511,0,98.2313756291633,47.0949586459319,5G,-94.9395847060017,-104.527200245424,-94.9397725136521
43:30.2,Kidwaipuri,25.4693039253382,85.1399194431137,-99.5528113587774,0,29.0130567718942,26.3913643562943,5G,-104.478119040723,-107.016379538915,-100.361419423443
59:06.2,Ashok Rajpath,25.4850648044899,84.9954999153654,-97.8207993162219,0,63.8893691678971,43.1084938123549,5G,-99.2018539215145,-105.372430861077,-99.9559431845748
33:25.5,Fraser Road,25.457247103946,85.0451935390453,-98.7121693881235,0,44.8435048509999,40.9888200641466,5G,-98.9059810100566,-106.005217464469,-99.1017476015924
39:39.9,Kankarbagh,25.6606473201054,85.0034831316005,-100.594964396772,0,16.4295973643633,36.8503130381753,5G,-102.558845393911,-110.048297588082,-97.6416443459082
45:54.4,Boring Road,25.5378155717691,85.2741032011466,-83.3378355311694,0,36.4991618845432,10.3247157110101,5G,-85.7499910534967,-92.7586484336037,-81.3691033025969
55:15.9,Boring Road,25.5425640258502,85.1833509174739,-98.3524260630813,0,36.837635267887,13.0415442886358,5G,-102.603834056333,-106.14190087808,-98.4482789023273
29:35.3,Bankipore,25.6048278185404,85.1165663928984,-93.4480844719006,0,35.7357930608871,21.5053378645355,5G,-96.382661932118,-101.315146381608,-94.1937875772259
38:56.9,Rajendra Nagar,25.5620630874614,85.1740487980604,-92.3904069882227,0,53.4167877118104,15.6475781625146,5G,-87.920872114645,-101.468271058251,-91.9228211866582
03:54.6,Anandpuri,25.4842625866305,85.0633220034514,-91.0588650482374,0,25.7154946855798,34.4617648309721,5G,-95.155580032446,-98.0788851691281,-89.5832613602935
10:09.0,Kumhrar,25.6686149529981,85.2480938903081,-91.8061873768553,0,17.6343562462097,28.4985232121545,5G,-92.872080099988,-99.4938273799615,-92.0384281491846
16:23.5,Boring Road,25.6919570644443,85.1655229228349,-91.3755414663559,0,39.0627950989565,49.4411272043706,5G,-93.477544256659,-98.6360948777848,-93.9367960801449
19:30.7,Kumhrar,25.6329345135963,85.244669427232,-100.304106629504,0,58.1678536174828,17.454768988219,5G,-96.4110547213065,-107.979896586267,-100.809708271782
31:59.5,Kumhrar,25.7521144451951,85.2230347757928,-98.5628404054535,0,65.6036910379077,20.4497908434916,5G,-101.205384405516,-104.110669539859,-97.6781403482325
56:57.2,Boring Road,25.4984336596589,85.1244122499207,-88.946898965672,0,69.9184427815631,45.0512373234753,5G,-85.8792805011075,-94.6002457431148,-85.9655601773391
06:18.8,Exhibition Road,25.5292596465925,85.1139612742346,-100.931079221811,0,66.8842376906938,19.0158902567553,5G,-99.1527051545225,-109.618803609269,-99.720269225205
37:30.9,S.K. Puri,25.6627189123072,85.0482775900781,-100.460329926322,0,20.1523017032382,30.8676419880187,5G,-95.924728477553,-106.451439688682,-102.397673793255
40:38.1,Bailey Road,25.5208224366869,85.2480164235993,-96.4509639501655,0,25.4483192873864,48.0101277823333,5G,-97.271475548359,-101.687435470066,-97.4203980401082
46:52.6,Boring Canal Road,25.6205314311866,85.1289470467863,-103.219115066769,0,99.4271088838533,17.6788219669403,5G,-99.0788714804698,-108.87455761368,-101.356763149868
11:50.2,Phulwari Sharif,25.6906737998286,85.2755754290958,-103.209886797858,0,15.2498054474389,18.9105494378394,5G,-104.670479542259,-112.667114111618,-106.002421529892
27:26.3,Anisabad,25.485036414975,85.1704325341584,-96.503255091556,0,96.9989051117895,15.0315476192438,5G,-92.7659319693226,-105.494774365989,-99.0932835133332
33:40.7,Gandhi Maidan,25.486611842027,85.0660371644266,-85.6591682807362,0,91.1096029822125,27.1331616408675,5G,-84.4473347639379,-90.860008541819,-82.8740250089753
43:02.3,Boring Canal Road,25.7424904392482,85.2363563478045,-97.8393152746205,0,33.1748319892078,32.7627009441922,5G,-97.2686009216571,-105.041072081677,-98.6382259181635
20:28.9,Boring Road,25.736878953856,85.1567172115642,-109.858118539209,0,33.1409310342256,35.3596508300563,5G,-112.6785281439,-118.412876838752,-110.691221455165
26:43.3,Ashok Rajpath,25.7065784996054,85.0065835849361,-93.7588707046997,0,29.97201178,47.2004839362367,5G,-92.4477759501052,-102.213068101803,-91.8552575075241
39:12.1,Kidwaipuri,25.5359196917038,85.2713940363818,-92.9036452008379,0,42.1748034368527,40.5241948113505,5G,-90.3045260106738,-102.293221523931,-93.1311481538686
45:26.5,Patliputra Colony,25.567913023523,85.0104404083583,-96.9141020564189,0,70.4672753926047,48.2153916449936,5G,-99.7277885823442,-104.876480971954,-94.7428568959674
48:33.8,Kidwaipuri,25.4251723398318,85.1643701693191,-98.2931556355443,0,79.4041908430982,22.8904935361558,5G,-97.6401851402004,-103.438699591368,-101.027435328781
19:45.9,Exhibition Road,25.4318510296974,85.1551264394773,-99.7933734830022,0,85.841679836368,29.8709229772836,5G,-100.539090873819,-107.877593118564,-98.0848136819434
29:07.5,Gandhi Maidan,25.7037170778177,85.1878866026693,-103.147862425242,0,78.5784745051551,44.3308627013097,5G,-99.6929394236185,-110.874670292251,-101.932110711299
35:21.9,Anandpuri,25.4543365934794,85.2349208452034,-99.5212880310959,0,64.7631653082639,46.6632856301599,5G,-99.1025904787535,-107.719292003244,-101.472841677438
44:43.5,Boring Road,25.6930374908321,85.1316262639171,-85.2890944351942,0,88.9292943192849,11.6629378109156,5G,-85.8811570238526,-92.7384571509629,-87.377328935269
28:24.5,Ashok Rajpath,25.5008817478531,85.0961691913492,-96.679397359358,0,53.5248793574625,13.3470111160113,5G,-92.6922746875796,-105.136389252439,-95.9786566293342
31:31.7,Kidwaipuri,25.6345146813748,84.9686542429985,-93.759459303109,0,84.6625905193118,22.6192614900043,5G,-93.6449149645595,-103.600888077242,-91.1169480327857
34:38.9,Boring Canal Road,25.6660606263182,84.991117067624,-94.6172719886875,0,44.2870363583804,44.5328142288591,5G,-94.6511388045974,-104.152691943637,-92.1402161912014
59:36.6,Kankarbagh,25.4484577185112,85.1219105460578,-95.4283347072292,0,18.6998252268543,25.66396194291,5G,-90.7481196040265,-103.153295013727,-94.7461466965876
18:19.8,Kidwaipuri,25.7310230902785,85.1676453575752,-95.2593467798151,0,64.5751762176367,38.9040683539487,5G,-90.6941651701136,-100.807180835205,-94.6748615149058
49:31.9,Fraser Road,25.4635192338795,85.1766141464173,-105.073321099502,0,45.1783797778464,22.8602275985963,5G,-100.439903595821,-110.224172459905,-102.385721979387
14:29.6,Bailey Road,25.6770952242393,85.2231365827304,-94.1879403876314,0,11.3159274951153,27.7028524322676,5G,-89.8603936602771,-99.7394411142992,-91.8252881208898
45:41.7,Anisabad,25.5845717963277,85.2361690058439,-90.0561176586641,0,48.695775091956,36.4037379310421,5G,-92.1189208334357,-97.7324441008274,-92.0175424927428
55:03.4,Kumhrar,25.7053170916644,85.2504446631041,-96.1620110560515,0,68.9993398478151,29.1301059324324,5G,-91.7731245724828,-104.877579478544,-98.5387754701071
04:24.9,Boring Road,25.6796674274628,85.1217386753096,-102.877348374757,0,23.4639034170258,37.6717171113348,5G,-107.351648072671,-111.781132519559,-104.102991380406
07:32.2,Anisabad,25.6486471075844,85.2774873730026,-94.016278080992,0,16.9602589776993,34.2066996249712,5G,-89.1284775974345,-103.102788727114,-92.5553608304372
35:37.1,Fraser Road,25.6359283053678,85.036961099244,-90.6084199607601,0,40.6080453556689,49.6741910937418,5G,-94.9801592846017,-99.0964588948003,-92.818559284216
44:58.7,Gandhi Maidan,25.5103510563965,84.9802266712331,-92.0158948415973,0,31.0317451423556,45.0154127227416,5G,-87.9969331425054,-98.5608918883673,-89.2949816725187
57:27.6,Kidwaipuri,25.4332600173521,85.1028544172435,-98.7762698076804,0,36.6594607294197,34.3002052019593,5G,-101.000529166453,-105.121838717116,-98.6812513161409
22:25.2,Anandpuri,25.6773198191075,84.9810202480832,-87.9919614238259,0,98.0678280350465,11.9549034765232,5G,-86.6235448996775,-94.9052073161776,-88.7770031844315
25:32.4,Kumhrar,25.4675505326569,85.2396545110197,-90.5823561015974,0,12.5583530748124,37.9628315240972,5G,-90.4052602037959,-98.6822771008717,-93.1949333683438
34:54.1,Patliputra Colony,25.551108506419,85.251550447955,-91.7836460449682,0,57.2904315509904,31.4158180677844,5G,-94.0041867291195,-101.324789132522,-89.9870071447143
38:01.3,Danapur,25.5669039476979,84.9863984283646,-97.49783083751,0,71.3139767889098,49.2018088709683,5G,-94.2225656688262,-104.058432234575,-96.4304777600224
09:13.4,Bailey Road,25.467959260524,85.2515425844396,-90.1763455225627,0,56.0791970980635,37.210637008401,5G,-90.0706536573687,-96.3893173766368,-88.463095637162
24:49.4,Danapur,25.6693874579317,85.2023800728666,-92.5211995010847,0,52.9422353456854,22.5511663427269,5G,-95.4149057581673,-101.549456791993,-94.6581626005929
31:03.9,Anandpuri,25.5546956355769,85.0362834682889,-94.5814551567147,0,30.7378963556591,12.611250166338,5G,-97.036887754098,-99.6603077656821,-97.09138373251
43:32.7,Exhibition Road,25.5293760519432,85.0284267033018,-90.6181341324471,0,96.6228527504934,41.6798655566957,5G,-94.048401238698,-98.5186659978994,-90.641749398798
59:08.8,Kumhrar,25.6404356592928,85.1235328304669,-94.0310840042218,0,63.5813631516866,35.1353316294733,5G,-96.3166355675487,-102.174577960231,-91.0813388071057
20:59.2,Exhibition Road,25.6377636786857,85.2543575477086,-101.004913140911,0,95.4104863996207,10.9004851736926,5G,-104.436968024035,-109.232426565028,-99.2867266910227
33:28.1,Danapur,25.5731729873485,85.1722017104598,-94.7036896231313,0,76.8792560006392,13.0852221127293,5G,-93.9198273382859,-100.601767067763,-96.5572506631331
